pos_dic,Up,Down,total,Polarity Score,Polarity
바우처/NNG,25,8,33,2.03759429500698,Hawkish
제미/NNG,26,2,28,8.476392267229036,Hawkish
상승률/NNG;둔화/NNG,44,11,55,2.6081206976089337,Hawkish
전수조사/NNG,28,12,40,1.521403740271878,Hawkish
국채/NNG;금리/NNG;주가/NNG;하락/NNG,21,5,26,2.738526732489381,Hawkish
차용/NNG,17,3,20,3.69483765494599,Hawkish
높/VA;경기/NNG;확장/NNG,14,3,17,3.042807480543756,Hawkish
수요자/NNG;관심/NNG;높/VA,22,3,25,4.7815546122830455,Hawkish
동향점검회의/NNG,18,1,19,11.736543139240204,Hawkish
탄생/NNG,100,29,129,2.24837991173184,Hawkish
자본지출/NNG,116,46,162,1.644250005014328,Hawkish
거실/NNG,37,2,39,12.06255822644132,Hawkish
이익/NNG;개선/NNG,64,11,75,3.793630105612995,Hawkish
준하/VV,21,10,31,1.3692633662446905,Hawkish
매각계획/NNG,37,3,40,8.041705484294214,Hawkish
주택도시기금/NNG,282,65,347,2.828807833560459,Hawkish
공공분양/NNG,91,10,101,5.933474587060325,Hawkish
전자장비/NNG,14,7,21,1.3040603488044669,Hawkish
단과/NNG,35,12,47,1.901754675339848,Hawkish
오랜만/NNG,43,16,59,1.7523310937060026,Hawkish
가격/NNG;국제/NNG;유가/NNG;상승/NNG,19,5,24,2.4777146627284874,Hawkish
기업구조조정촉진법/NNG,17,5,22,2.216902592967594,Hawkish
가공/NNG,79,35,114,1.4717252507936127,Hawkish
후불제/NNG,13,6,19,1.4127320445381726,Hawkish
순수출/NNG;증가/NNG,14,3,17,3.042807480543756,Hawkish
건전성/NNG;저하/NNG,17,5,22,2.216902592967594,Hawkish
주민/NNG,256,74,330,2.255671954688808,Hawkish
타입/NNG,219,50,269,2.8558921638817827,Hawkish
쌓여/VV,61,29,90,1.3715117461564224,Hawkish
통화/NNG;급락/NNG,15,3,18,3.260150872011167,Hawkish
창업주/NNG,17,5,22,2.216902592967594,Hawkish
다급/NNG,15,3,18,3.260150872011167,Hawkish
구매력/NNG;개선/NNG,24,4,28,3.912181046413401,Hawkish
홍콩h지수/NNG,385,90,475,2.789240190498443,Hawkish
조달시장/NNG,19,7,26,1.7697961876632051,Hawkish
슈퍼사이클/NNG,20,7,27,1.8629433554349528,Hawkish
판매가격/NNG;늘/VV,45,5,50,5.868271569620102,Hawkish
인도분/NNG,133,61,194,1.4216395605819188,Hawkish
올라타/VV,13,5,18,1.6952784534458072,Hawkish
플레이스/NNG,53,12,65,2.879799936943198,Hawkish
늦/VA;금리/NNG;인하/NNG,15,5,20,1.9560905232067003,Hawkish
제법/MAG,24,11,35,1.4226112896048728,Hawkish
고환/NNG,540,241,781,1.4609804737643408,Hawkish
공장/NNG,598,263,861,1.4825629060552683,Hawkish
성장/NNG;전망/NNG;상향/NNG,16,5,21,2.0864965580871475,Hawkish
기온/NNG,154,33,187,3.042807480543756,Hawkish
거시변수/NNG,24,7,31,2.2355320265219434,Hawkish
개선/NNG;유동성/NNG;확보/NNG,18,1,19,11.736543139240204,Hawkish
내몰렸/VV,16,5,21,2.0864965580871475,Hawkish
원달러/NNG;하락/NNG,53,25,78,1.3823039697327348,Hawkish
케인스/NNG,20,2,22,6.520301744022335,Hawkish
교통망/NNG,66,18,84,2.3907773061415227,Hawkish
일민/NNG,29,4,33,4.727218764416193,Hawkish
참여기업/NNG,39,17,56,1.4958339295110064,Hawkish
배우/VV,26,11,37,1.5411622304052792,Hawkish
재검토/NNG,52,19,71,1.784503635206113,Hawkish
지주/NNG,285,112,397,1.659183925934255,Hawkish
무너/VV,233,77,310,1.9730263718924728,Hawkish
면허/NNG,30,10,40,1.9560905232067003,Hawkish
발판/NNG,59,21,80,1.831894299511037,Hawkish
바꿔야/VV,41,10,51,2.673323715049157,Hawkish
수입/NNG;줄/VV,44,20,64,1.4344663836849136,Hawkish
정정/NNG,23,9,32,1.6662993345834856,Hawkish
온스/NNG,160,72,232,1.4489559431160743,Hawkish
이자비용/NNG;부담/NNG,25,11,36,1.481886760005076,Hawkish
특유/NNG,18,5,23,2.3473086278480406,Hawkish
설비/NNG;투자/NNG;증가/NNG,40,7,47,3.7258867108699056,Hawkish
스테이지/NNG,18,9,27,1.3040603488044669,Hawkish
우려/NNG;크/VV,219,90,309,1.5866067577121017,Hawkish
배상안/NNG,17,2,19,5.542256482418985,Hawkish
하락/NNG;방어/NNG,18,6,24,1.9560905232067003,Hawkish
재정/NNG;악화/NNG,23,10,33,1.499669401125137,Hawkish
물가/NNG;상승/NNG;압력/NNG,63,24,87,1.711579207805863,Hawkish
목격/NNG,24,11,35,1.4226112896048728,Hawkish
행장/NNG,83,40,123,1.3529626118846343,Hawkish
방증/NNG,62,26,88,1.5548411851130184,Hawkish
퇴근/NNG,22,10,32,1.4344663836849136,Hawkish
통화정책/NNG;경기/NNG;개선/NNG,20,1,21,13.04060348804467,Hawkish
산업/NNG;확대/NNG,26,7,33,2.4218263620654388,Hawkish
동선/NNG,24,3,27,5.2162413952178674,Hawkish
국적/NNG,160,26,186,4.012493380936822,Hawkish
수납공간/NNG,17,5,22,2.216902592967594,Hawkish
힐링/NNG,23,4,27,3.749173502812843,Hawkish
진행/NNG,4361,2041,6402,1.393191372154895,Hawkish
우선시/NNG,36,12,48,1.9560905232067003,Hawkish
마크/NNG,77,25,102,2.008252937158879,Hawkish
다질/VV,14,5,19,1.8256844883262535,Hawkish
인플레이션/NNG;고금리/NNG,24,6,30,2.6081206976089337,Hawkish
고생/NNG,18,9,27,1.3040603488044669,Hawkish
전문지/NNG,12,5,17,1.5648724185653602,Hawkish
수익성/NNG;강화/NNG,16,7,23,1.4903546843479625,Hawkish
떨치/VV,23,4,27,3.749173502812843,Hawkish
범야/NNG,67,4,71,10.921505421237413,Hawkish
손익분기/NNG,14,4,18,2.282105610407817,Hawkish
용기/NNG,20,5,25,2.608120697608934,Hawkish
상속증여세/NNG,30,5,35,3.912181046413401,Hawkish
먹거리/NNG,142,63,205,1.4696553137320183,Hawkish
3고시대/NNG,15,7,22,1.3972075165762146,Hawkish
원격/NNG,19,5,24,2.4777146627284874,Hawkish
가격/NNG;낮/VV,35,12,47,1.901754675339848,Hawkish
부유층/NNG,33,8,41,2.689624469409213,Hawkish
지상/NNG,276,108,384,1.6662993345834851,Hawkish
아파트중도금대출/NNG,33,6,39,3.586165959212284,Hawkish
방대/NNG,31,9,40,2.2458817118299157,Hawkish
셀인/NNG,39,8,47,3.1786471002108883,Hawkish
마이/MAG,53,15,68,2.303839949554558,Hawkish
인원/NNG,176,78,254,1.4712475730101675,Hawkish
월급봉투/NNG,24,1,25,15.648724185653604,Hawkish
주역/NNG,23,5,28,2.999338802250274,Hawkish
제형/NNG,16,2,18,5.216241395217868,Hawkish
호반/NNG,124,9,133,8.983526847319661,Hawkish
매출/NNG;오르/VV,65,16,81,2.648872583509074,Hawkish
투자/NNG;지연/NNG,17,2,19,5.542256482418985,Hawkish
안성/NNG,35,5,40,4.5642112208156345,Hawkish
원룸/NNG,39,15,54,1.695278453445807,Hawkish
하늘/NNG,66,16,82,2.689624469409213,Hawkish
아낄/VV,33,11,44,1.9560905232067003,Hawkish
브릿지론/NNG,260,90,350,1.8836427260508968,Hawkish
시간외거래/NNG,122,36,158,2.2096578132520137,Hawkish
따질/VV,18,2,20,5.868271569620101,Hawkish
부동산펀드/NNG,86,37,123,1.5155295945565428,Hawkish
생생/NNG,22,9,31,1.5938515374276818,Hawkish
카드업계/NNG,122,34,156,2.3396376846197797,Hawkish
수출/NNG;확대/NNG,50,18,68,1.811194928895093,Hawkish
특별지원/NNG,25,11,36,1.481886760005076,Hawkish
환전/NNG,262,100,362,1.7083190569338518,Hawkish
감정가/NNG,223,59,282,2.4644530320626794,Hawkish
로카/NNG,27,3,30,5.868271569620101,Hawkish
수가/NNG,17,5,22,2.216902592967594,Hawkish
의식/NNG,122,54,176,1.4731052088346757,Hawkish
지지선/NNG,65,15,80,2.825464089076345,Hawkish
산단/VV,24,4,28,3.912181046413401,Hawkish
꾸리/VV,18,6,24,1.9560905232067003,Hawkish
목표액/NNG,60,28,88,1.3972075165762146,Hawkish
정지/NNG,122,58,180,1.3715117461564224,Hawkish
새로이/MAG,13,6,19,1.4127320445381726,Hawkish
손해배상/NNG,35,3,38,7.607018701359391,Hawkish
지정학/NNG,1785,865,2650,1.345518914806921,Hawkish
유가/NNG;상승/NNG,141,55,196,1.6715682652857258,Hawkish
보호/NNG,330,143,473,1.504685017851308,Hawkish
박모/NNG,13,6,19,1.4127320445381726,Hawkish
비용/NNG;상승/NNG,108,20,128,3.5209629417720607,Hawkish
아이콘/NNG,16,6,22,1.7387471317392895,Hawkish
재비/NNG,18,7,25,1.6766490198914574,Hawkish
자금/NNG;안정/NNG,13,4,17,2.119098066807259,Hawkish
안정/NNG;수익/NNG;확보/NNG,28,5,33,3.651368976652508,Hawkish
소유주/NNG,75,11,86,4.445660280015228,Hawkish
장기물/NNG;강세/NNG,17,8,25,1.3855641206047462,Hawkish
출렁/MAG,20,7,27,1.8629433554349528,Hawkish
일회성비용/NNG,160,6,166,17.387471317392894,Hawkish
최대/NNG;늘/VV,20,10,30,1.304060348804467,Hawkish
회원/NNG,222,87,309,1.6638011346815615,Hawkish
불어났/VV,95,47,142,1.3179333312385568,Hawkish
다다른/VV,39,9,48,2.825464089076345,Hawkish
국채선물시장/NNG,161,55,216,1.908670146886538,Hawkish
순이익/NNG;넘/VV,16,7,23,1.4903546843479625,Hawkish
영업이익/NNG;감소/NNG,112,25,137,2.921095181322006,Hawkish
간다면/VV,33,11,44,1.9560905232067003,Hawkish
엔지니어/NNG,13,6,19,1.4127320445381726,Hawkish
트레이더/NNG,106,40,146,1.7278799621659189,Hawkish
행복/NNG,145,59,204,1.6024470387851502,Hawkish
최저생계비/NNG,18,3,21,3.912181046413401,Hawkish
치러진/VV,27,13,40,1.3542165160661772,Hawkish
생산자/NNG;물가/NNG;상승/NNG,24,4,28,3.912181046413401,Hawkish
들여다보/VV,53,22,75,1.5707999656053806,Hawkish
금리/NNG;인하/NNG;어렵/VA,75,36,111,1.3583961966713196,Hawkish
근간인/NNG,18,5,23,2.3473086278480406,Hawkish
사과/NNG,235,29,264,5.283692792569823,Hawkish
펀드평가사/NNG,41,15,56,1.7822158100327714,Hawkish
연금보험/NNG,47,15,62,2.043027879793665,Hawkish
단일시장/NNG,18,5,23,2.3473086278480406,Hawkish
참여율/NNG,60,13,73,3.009370035702616,Hawkish
복도/NNG,21,6,27,2.2821056104078177,Hawkish
기대수익률/NNG,87,40,127,1.418165629324858,Hawkish
유가/NNG,3895,1946,5841,1.305065534068191,Hawkish
불황/NNG,354,152,506,1.5185439588052017,Hawkish
채권분석/NNG,62,16,78,2.526616925808655,Hawkish
발제/NNG,41,18,59,1.485179841693976,Hawkish
진통/NNG,24,11,35,1.4226112896048728,Hawkish
인센티브/NNG,464,155,619,1.951883876920235,Hawkish
맞춰서/VV,25,12,37,1.3583961966713198,Hawkish
명품/NNG,143,27,170,3.4533449977599773,Hawkish
모른다/VV,58,27,85,1.400657411678872,Hawkish
소셜미디어/NNG,34,10,44,2.216902592967594,Hawkish
농산물/NNG;가격/NNG;높/VA,17,3,20,3.69483765494599,Hawkish
주도주/NNG,103,38,141,1.7673449464060542,Hawkish
제품/NNG;비중/NNG;확대/NNG,16,1,17,10.432482790435737,Hawkish
경매/NNG,948,317,1265,1.9499198906413795,Hawkish
기대/NNG;확대/NNG,14,5,19,1.8256844883262535,Hawkish
당분간/MAG;완화/NNG,37,6,43,4.020852742147107,Hawkish
하나하나/MAG,13,5,18,1.6952784534458072,Hawkish
일문일답/NNG,34,13,47,1.7053096868981492,Hawkish
소비/NNG;여력/NNG;늘/VV,17,1,18,11.08451296483797,Hawkish
거래금액/NNG,146,61,207,1.5605968108643622,Hawkish
높/VA;대출/NNG;금리/NNG;부담/NNG,30,13,43,1.504685017851308,Hawkish
작금/NNG,13,6,19,1.4127320445381726,Hawkish
격려/NNG,12,6,18,1.3040603488044669,Hawkish
보증보험/NNG,25,11,36,1.481886760005076,Hawkish
굵직/NNG,52,13,65,2.608120697608934,Hawkish
고용/NNG;고용자수/NNG;증가/NNG,14,7,21,1.3040603488044669,Hawkish
배상비/NNG,127,4,131,20.701958037270916,Hawkish
합류/NNG,89,36,125,1.6119634867166326,Hawkish
취재/NNG,130,62,192,1.3671600431014574,Hawkish
정비/NNG,642,246,888,1.7016397234399754,Hawkish
용인/NNG,102,36,138,1.8474188274729948,Hawkish
상환/NNG;부담/NNG;경감/NNG,17,4,21,2.7711282412094924,Hawkish
접점/NNG,39,15,54,1.695278453445807,Hawkish
성장/NNG;견조/NNG,15,4,19,2.4451131540083755,Hawkish
입소문/NNG,55,15,70,2.3907773061415227,Hawkish
지산/NNG,25,1,26,16.300754360055837,Hawkish
제의/NNG,15,6,21,1.6300754360055836,Hawkish
통화정책방향회의/NNG,149,36,185,2.6986804440536885,Hawkish
만만/NNG,92,35,127,1.7139078870001567,Hawkish
위험/NNG;상승/NNG,22,7,29,2.049237690978448,Hawkish
일렉트론/NNG,25,2,27,8.150377180027919,Hawkish
압승/NNG,142,19,161,4.873067619216693,Hawkish
친환경선박/NNG,90,12,102,4.890226308016752,Hawkish
글로벌/NNG;통화정책/NNG;긴축/NNG,26,3,29,5.65092817815269,Hawkish
홀딩스/NNG,536,235,771,1.487183716934456,Hawkish
돈다/VV,20,7,27,1.8629433554349528,Hawkish
신통/NNG,57,9,66,4.129524437880812,Hawkish
파우/NNG,21,2,23,6.846316831223453,Hawkish
풀이/NNG,1142,537,1679,1.386626553384266,Hawkish
물음표/NNG,25,4,29,4.075188590013959,Hawkish
인지/NNG,127,56,183,1.4787112883764937,Hawkish
fed/NNG;금리/NNG;인하/NNG;기대/NNG;크/VV,39,11,50,2.3117433456079186,Hawkish
액화천연가스/NNG,39,10,49,2.542917680168711,Hawkish
실개입/NNG,45,8,53,3.667669731012564,Hawkish
유지율/NNG,260,19,279,8.922518176030565,Hawkish
라이트/NNG,19,3,22,4.1295244378808125,Hawkish
경제/NNG;모멘텀/NNG,16,2,18,5.216241395217868,Hawkish
물가/NNG;상승/NNG;압력/NNG;크/VV,32,7,39,2.9807093686959245,Hawkish
상인/NNG,239,57,296,2.733951082142698,Hawkish
보료/NNG,53,9,62,3.839733249257597,Hawkish
해지/NNG;위험/NNG,17,5,22,2.216902592967594,Hawkish
프라이버시/NNG,14,6,20,1.521403740271878,Hawkish
성장/NNG;약화/NNG,28,12,40,1.521403740271878,Hawkish
상가/NNG,900,189,1089,3.1049055923915883,Hawkish
개정안/NNG,342,151,493,1.4767835738116812,Hawkish
사기/NNG,894,266,1160,2.1914096838932213,Hawkish
장교/NNG,30,6,36,3.260150872011167,Hawkish
신생/NNG,15,5,20,1.9560905232067003,Hawkish
의뢰/NNG,48,21,69,1.490354684347962,Hawkish
공급/NNG;축소/NNG,21,6,27,2.2821056104078177,Hawkish
하방/NNG;위험/NNG,28,13,41,1.4043726833278876,Hawkish
워낙/MAG,147,59,206,1.6245497565614972,Hawkish
이자이익/NNG;늘/VV,26,6,32,2.825464089076345,Hawkish
테마주/NNG,75,24,99,2.03759429500698,Hawkish
수익성/NNG;떨어/VV,12,6,18,1.3040603488044669,Hawkish
탄력세율/NNG,21,5,26,2.738526732489381,Hawkish
감자/NNG,95,18,113,3.4412703649006766,Hawkish
후보지/NNG,22,4,26,3.5861659592122845,Hawkish
하락/NNG;물가/NNG;안정/NNG,25,2,27,8.150377180027919,Hawkish
해약환급금/NNG,21,6,27,2.2821056104078177,Hawkish
불리/VV,362,177,539,1.3335306391729296,Hawkish
달한다고/VV,19,6,25,2.0647622189404062,Hawkish
자산/NNG;가격/NNG;오르/VV,17,6,23,1.847418827472995,Hawkish
악화/NNG;실적/NNG;부진/NNG,16,2,18,5.216241395217868,Hawkish
바라봤/VV,13,5,18,1.6952784534458072,Hawkish
유동부채/NNG,19,6,25,2.0647622189404062,Hawkish
구인/NNG,80,22,102,2.371018816008122,Hawkish
법령/NNG,80,34,114,1.5341886456523142,Hawkish
채소/NNG,98,15,113,4.259930472761258,Hawkish
도급/NNG,31,15,46,1.3475290270979492,Hawkish
전기요금/NNG;인상/NNG,17,6,23,1.847418827472995,Hawkish
공시지가/NNG,29,7,36,2.701267865380682,Hawkish
pbr/NNG,545,221,766,1.607947715154829,Hawkish
세탁/NNG,22,7,29,2.049237690978448,Hawkish
디커플링/NNG,56,17,73,2.14786410391324,Hawkish
자본주의/NNG,29,14,43,1.350633932690341,Hawkish
열기/NNG,137,51,188,1.7515320371197254,Hawkish
세입/NNG,86,39,125,1.4378101281690276,Hawkish
선보여/VV,52,5,57,6.781113813783229,Hawkish
사몰/NNG,19,1,20,12.388573313642436,Hawkish
불어넣/VV,85,35,120,1.5835018521197102,Hawkish
한옥/NNG,16,2,18,5.216241395217868,Hawkish
상호부금/NNG,43,17,60,1.6492527940762378,Hawkish
금리/NNG;인하/NNG;아니/VCN;금리/NNG;인상/NNG,16,2,18,5.216241395217868,Hawkish
제품/NNG;안정/NNG,17,2,19,5.542256482418985,Hawkish
퍼티/NNG,20,1,21,13.04060348804467,Hawkish
시공권/NNG,19,3,22,4.1295244378808125,Hawkish
외식/NNG,217,77,294,1.837539582406294,Hawkish
뒤늦/VA,47,23,70,1.3324094868219554,Hawkish
중개사/NNG,15,7,22,1.3972075165762146,Hawkish
미지수/NNG,90,36,126,1.6300754360055838,Hawkish
한영/NNG,22,3,25,4.7815546122830455,Hawkish
지점장/NNG,46,11,57,2.72667163840934,Hawkish
가격/NNG;상승/NNG,364,171,535,1.3879472718269763,Hawkish
재정상황/NNG,36,17,53,1.3807697810870827,Hawkish
금리/NNG;인하/NNG;기대/NNG;확대/NNG,19,5,24,2.4777146627284874,Hawkish
인플레이션/NNG;가속/NNG,27,8,35,2.200601838607538,Hawkish
닷컴/NNG;거품/NNG,12,6,18,1.3040603488044669,Hawkish
예상/NNG;둔화/NNG,35,9,44,2.53567290045313,Hawkish
스타일/NNG,40,18,58,1.4489559431160743,Hawkish
취미/NNG,34,16,50,1.3855641206047462,Hawkish
예기/NNG,31,14,45,1.4437811004620884,Hawkish
환율조작국/NNG,23,8,31,1.8745867514064212,Hawkish
경영/NNG;불확실성/NNG,34,8,42,2.7711282412094924,Hawkish
경기/NNG;상승/NNG,96,15,111,4.172993116174294,Hawkish
제조기업/NNG,82,16,98,3.341654643811447,Hawkish
몰아주/VV,30,6,36,3.260150872011167,Hawkish
국고채/NNG;통안채/NNG;스프레드/NNG;축소/NNG,30,5,35,3.912181046413401,Hawkish
물적분할/NNG,20,3,23,4.346867829348224,Hawkish
신용위험평가/NNG,34,8,42,2.7711282412094924,Hawkish
실사/NNG,187,77,264,1.5835018521197095,Hawkish
배당/NNG;성장/NNG,14,3,17,3.042807480543756,Hawkish
몸값/NNG,86,36,122,1.55762763884978,Hawkish
감가상각비/NNG,23,11,34,1.36333581920467,Hawkish
기우/NNG,29,6,35,3.151479176277462,Hawkish
제지/NNG,43,17,60,1.6492527940762378,Hawkish
첨단/NNG,321,142,463,1.4739555350923728,Hawkish
의제/NNG,61,8,69,4.971730079817031,Hawkish
예우/NNG,22,1,23,14.344663836849138,Hawkish
상정/NNG,68,28,96,1.58350185211971,Hawkish
유가/NNG;전망/NNG;하향/NNG,23,2,25,7.498347005625686,Hawkish
그리/VV,175,75,250,1.5214037402718783,Hawkish
최대/NNG;확대/NNG,22,4,26,3.5861659592122845,Hawkish
공급업체/NNG,22,11,33,1.3040603488044669,Hawkish
저온/NNG,29,9,38,2.100986117518308,Hawkish
최대/NNG;상승/NNG,44,12,56,2.3907773061415227,Hawkish
복수/NNG,78,28,106,1.816369771549079,Hawkish
세워야/VV,25,9,34,1.811194928895093,Hawkish
내부/NNG,295,145,440,1.3265441479217854,Hawkish
아크/NNG,119,56,175,1.3855641206047462,Hawkish
회부/NNG,29,6,35,3.151479176277462,Hawkish
임대료/NNG,431,147,578,1.9117347290296776,Hawkish
영수/NNG,22,8,30,1.7930829796061425,Hawkish
비교우위/NNG,12,5,17,1.5648724185653602,Hawkish
시장가치/NNG,17,7,24,1.58350185211971,Hawkish
거래액/NNG,154,37,191,2.713855320484972,Hawkish
저축액/NNG,20,7,27,1.8629433554349528,Hawkish
수지/NNG;흑자/NNG,14,7,21,1.3040603488044669,Hawkish
부채비율/NNG;하락/NNG,14,5,19,1.8256844883262535,Hawkish
금리/NNG;불확실성/NNG,56,24,80,1.521403740271878,Hawkish
예정이율/NNG,24,2,26,7.824362092826802,Hawkish
차질/NNG,373,172,545,1.413995668907169,Hawkish
양도소득/NNG,14,4,18,2.282105610407817,Hawkish
한찬/NNG,14,4,18,2.282105610407817,Hawkish
순자본비율/NNG,13,4,17,2.119098066807259,Hawkish
경제/NNG;둔화/NNG,40,20,60,1.304060348804467,Hawkish
성장동력/NNG;확보/NNG,26,7,33,2.4218263620654388,Hawkish
공공기여/NNG,32,7,39,2.9807093686959245,Hawkish
사들여/VV,45,22,67,1.333698084004569,Hawkish
로그인/NNG,15,6,21,1.6300754360055836,Hawkish
외화환산손실/NNG,17,2,19,5.542256482418985,Hawkish
준칙/NNG,82,13,95,4.112805715460242,Hawkish
희망퇴직/NNG,60,15,75,2.6081206976089337,Hawkish
가상/NNG,714,273,987,1.7053096868981492,Hawkish
이익잉여금/NNG,28,11,39,1.6597131712056852,Hawkish
예술/NNG,60,21,81,1.8629433554349528,Hawkish
비용/NNG;낮/VV,17,6,23,1.847418827472995,Hawkish
톤세제/NNG,28,1,29,18.256844883262534,Hawkish
나쁘/VV,15,4,19,2.4451131540083755,Hawkish
헤즈볼라/NNG,25,1,26,16.300754360055837,Hawkish
판매가격/NNG;증가/NNG,26,3,29,5.65092817815269,Hawkish
댓글/NNG,18,5,23,2.3473086278480406,Hawkish
주석/NNG,56,17,73,2.14786410391324,Hawkish
페드워치/NNG,425,183,608,1.514277727436881,Hawkish
오류/NNG,52,23,75,1.4741551769093977,Hawkish
기대/NNG;넘/VV,40,18,58,1.4489559431160743,Hawkish
팔리/VV,103,38,141,1.7673449464060542,Hawkish
녹색금융/NNG,25,9,34,1.811194928895093,Hawkish
희망자/NNG,28,8,36,2.282105610407817,Hawkish
철강/NNG,529,253,782,1.36333581920467,Hawkish
입시/NNG,36,16,52,1.467067892405025,Hawkish
곤두박질쳤/VV,14,7,21,1.3040603488044669,Hawkish
강하/VA;성장/NNG,18,9,27,1.3040603488044669,Hawkish
중국시장/NNG,68,31,99,1.4302597373984476,Hawkish
신분증/NNG,28,11,39,1.6597131712056852,Hawkish
장만/NNG,14,4,18,2.282105610407817,Hawkish
소장/NNG,129,29,158,2.9004100861340736,Hawkish
그룹/NNG,1705,827,2532,1.344270190273045,Hawkish
앞날/NNG,15,2,17,4.890226308016751,Hawkish
찾아왔/VV,16,5,21,2.0864965580871475,Hawkish
엄선/NNG,20,7,27,1.8629433554349528,Hawkish
사외이사/NNG,18,4,22,2.9341357848100507,Hawkish
생산유발효과/NNG,26,2,28,8.476392267229036,Hawkish
하락/NNG;줄/VV,40,10,50,2.608120697608934,Hawkish
일부러/MAG,13,4,17,2.119098066807259,Hawkish
과매도/NNG,45,15,60,1.9560905232067003,Hawkish
나스/VV,60,6,66,6.520301744022334,Hawkish
자금부족/NNG,28,5,33,3.651368976652508,Hawkish
사로/NNG,14,4,18,2.282105610407817,Hawkish
맴돌/VV,22,10,32,1.4344663836849136,Hawkish
내수/NNG;살/VV,21,9,30,1.5214037402718783,Hawkish
부진/NNG;감소/NNG,19,4,23,3.0971433284106094,Hawkish
호스/NNG,24,3,27,5.2162413952178674,Hawkish
아우르/VV,76,17,93,2.914958426739397,Hawkish
한도규제/NNG,17,7,24,1.58350185211971,Hawkish
업계/NNG,3094,1391,4485,1.4503101075488931,Hawkish
지혜/NNG,23,10,33,1.499669401125137,Hawkish
채권단/NNG,202,72,274,1.829306878184044,Hawkish
점프/NNG,40,5,45,5.216241395217868,Hawkish
출점/NNG,27,6,33,2.9341357848100507,Hawkish
수익성/NNG;약화/NNG,23,6,29,2.4994490018752287,Hawkish
전세/NNG;수요/NNG;증가/NNG,17,3,20,3.69483765494599,Hawkish
후퇴/NNG,850,407,1257,1.3617337794641242,Hawkish
타이트한/VA,12,6,18,1.3040603488044669,Hawkish
관측/NNG,896,394,1290,1.4827894321431505,Hawkish
경보/NNG,15,6,21,1.6300754360055836,Hawkish
방치/NNG,55,19,74,1.8874557680064656,Hawkish
나옵니다/VV,197,92,289,1.3961950473613045,Hawkish
금융시장/NNG;변동성/NNG;크/VV,14,5,19,1.8256844883262535,Hawkish
그야말로/MAG,37,12,49,2.010426371073553,Hawkish
톡톡히/MAG,48,11,59,2.8452225792097456,Hawkish
채울/VV,24,6,30,2.6081206976089337,Hawkish
건설/NNG;투자/NNG;감소/NNG,24,9,33,1.738747131739289,Hawkish
금리/NNG;부담/NNG,75,37,112,1.3216827859504734,Hawkish
따라잡/VV,56,16,72,2.282105610407817,Hawkish
상각/NNG,213,95,308,1.4619202857650078,Hawkish
전략적제휴/NNG,17,4,21,2.7711282412094924,Hawkish
거듭/MAG,319,138,457,1.507229171263134,Hawkish
불확실성/NNG;크/VV,144,61,205,1.5392187723593709,Hawkish
골머리/NNG,16,5,21,2.0864965580871475,Hawkish
내수/NNG;회복/NNG,147,29,176,3.3051184702458047,Hawkish
네이처/NNG,19,1,20,12.388573313642436,Hawkish
수입업체/NNG,20,5,25,2.608120697608934,Hawkish
오인/NNG,82,6,88,8.911079050163858,Hawkish
재건축시장/NNG,18,7,25,1.6766490198914574,Hawkish
끊이/VV,37,18,55,1.3402842473823688,Hawkish
간접투자/NNG,32,12,44,1.7387471317392895,Hawkish
세컨더리펀드/NNG,64,4,68,10.432482790435737,Hawkish
침투/NNG,23,5,28,2.999338802250274,Hawkish
자양/NNG,43,2,45,14.01864874964802,Hawkish
통학/NNG,27,8,35,2.200601838607538,Hawkish
통화/NNG;긴축/NNG;완화/NNG,16,2,18,5.216241395217868,Hawkish
모양새/NNG,323,127,450,1.6583129632434757,Hawkish
허리/NNG,20,4,24,3.260150872011168,Hawkish
수요/NNG;회복/NNG;지연/NNG,36,3,39,7.824362092826802,Hawkish
라운드/NNG,44,12,56,2.3907773061415227,Hawkish
끼친/VV,43,11,54,2.548845227208731,Hawkish
무겁/VA,54,15,69,2.34730862784804,Hawkish
코리아디스카운트/NNG;해소/NNG,36,13,49,1.8056220214215697,Hawkish
설비/NNG;투자/NNG;둔화/NNG,15,5,20,1.9560905232067003,Hawkish
공모금액/NNG,17,4,21,2.7711282412094924,Hawkish
중기부/NNG,296,30,326,6.43336438743537,Hawkish
환경부/NNG,24,6,30,2.6081206976089337,Hawkish
선택법/NNG,15,7,22,1.3972075165762146,Hawkish
폭넓/VA,89,44,133,1.3188792164045176,Hawkish
앞당기/VV,154,60,214,1.673544114299066,Hawkish
심지/NNG,14,7,21,1.3040603488044669,Hawkish
조합원/NNG,238,88,326,1.7634452444060404,Hawkish
근래/NNG,15,5,20,1.9560905232067003,Hawkish
파란불/NNG,15,6,21,1.6300754360055836,Hawkish
수혜/NNG,630,313,943,1.3123930027904378,Hawkish
구조물/NNG,32,7,39,2.9807093686959245,Hawkish
월래/NNG,62,14,76,2.887562200924177,Hawkish
영사관/NNG,65,19,84,2.230629544007641,Hawkish
현장검사/NNG,35,5,40,4.5642112208156345,Hawkish
물리/VV,22,5,27,2.8689327673698277,Hawkish
구매력/NNG,238,73,311,2.125797006955227,Hawkish
배달/NNG,203,88,291,1.5041150614051522,Hawkish
특별공급/NNG,75,14,89,3.4930187914405364,Hawkish
실적/NNG;좋/VA,32,9,41,2.318329508985719,Hawkish
